pk_round,pk,utm_x,utm_y,tipo_candidato,es_estacion_aforo,candidate_id,dist_subestacion_km,nudos_demanda_15km,capacidad_entorno_mw,subestacion_cercana,municipio_subestacion,provincia_subestacion,gestor_subestacion,demanda_potencial_dia,cumple_500_kva,candidato_elegible_potencia,coste_fijo,es_auxiliar
586.8,586.8,910795.3622412304,4605511.138374439,estacion_aforo,1,C191,0.6690119697342153,18,10.26,CASTELLBIS,Castellbisbal,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,117.11673199140668,True,True,83.1620597354721,0
589.6,589.6,912714.0002168017,4603612.048646523,centroide_tramo,0,C192,2.956195476751196,21,10.26,CASTELLBIS,Castellbisbal,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,116.49965158316502,True,True,99.87434619451165,0
593.0,593.0,915229.076553118,4602081.979016938,centroide_tramo,0,C193,2.2793554047750146,24,10.26,CASTELLBIS,Castellbisbal,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,115.15922398075524,True,True,98.82025590712479,0
594.75,594.75,915945.74156485,4600522.301861718,centroide_tramo,0,C194,0.6836945778502551,28,12.98,VILADECANS,Viladecans,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,114.36717698224096,True,True,95.80595929084643,0
597.2,597.2,917490.4202110416,4598664.134831613,centroide_tramo,0,C195,1.823533720988488,32,21.42,EIXAMPLE,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,113.1039642950148,True,True,98.36796965316898,0
600.25,600.25,918870.7779568344,4595980.035369263,centroide_tramo,0,C196,1.7810091405903616,36,55.96,VILANOVA,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,111.25349440261647,True,True,98.6965064321473,0
601.1,601.1,919247.1949011872,4595249.4378053965,estacion_aforo,1,C197,1.7920758780209751,36,55.96,VILANOVA,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,110.62652380499686,True,True,86.85876984097435,0
602.9,602.9,920040.4911240527,4593541.784434084,centroide_tramo+estacion_aforo,1,C198,1.7138640586671423,34,55.96,VILANOVA,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,109.29882136297893,True,True,86.99909194478253,0
605.6,605.6,921972.52467195,4591731.134035441,centroide_tramo,0,C199,1.8277189789814774,34,55.96,VILANOVA,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,107.17919381782951,True,True,99.7005453214903,0
608.15,608.1500000000001,923598.0666370936,4589954.453391437,centroide_tramo,0,C200,1.6013801166193833,33,55.96,VILANOVA,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,104.74903309892986,True,True,99.79101629043475,0
608.3,608.3,923651.3785032912,4589865.512950989,estacion_aforo,1,C201,1.6844652319600348,33,55.96,VILANOVA,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,104.59103258810879,True,True,87.99250014065737,0
609.895,609.895,925286.4544696164,4589560.614631336,centroide_tramo,0,C202,1.4323116379359717,33,55.96,VILANOVA,Barcelona,Barcelona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,102.91096048970971,True,True,99.86369444039885,0
693.304,693.304,978580.826073228,4642821.608045106,centroide_tramo,0,C203,1.5300404900880156,4,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,31.824353259091524,False,True,245.9472362349313,0
693.75,693.75,978626.8941400028,4643249.086142166,estacion_aforo,1,C204,1.182474447461938,4,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,31.55566832078764,False,True,233.31215609279272,0
695.904,695.904,978842.9103551693,4645302.278595122,estacion_aforo,1,C205,1.4187887383889215,5,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,30.258028506647435,False,True,234.07481132367496,0
696.1,696.0999999999999,978783.3028520504,4645477.304193947,centroide_tramo,0,C206,1.5236862092013086,5,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,30.145387361731363,False,True,246.30978192147703,0
698.935,698.935,978317.3335476364,4648135.134117397,estacion_aforo,1,C207,3.9435901857687408,5,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,28.42674170788579,False,True,239.5337126754233,0
699.0,699.0,978402.7909547082,4648143.540341551,centroide_tramo,0,C208,3.961082463703809,5,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,28.387656401329675,False,True,251.57743292232507,0
701.4,701.4000000000001,979356.2052873032,4650117.4869508445,centroide_tramo,0,C209,6.07555819421349,6,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,26.89531213987656,False,True,256.13992809911946,0
701.96,701.96,979470.3985963556,4650674.688079051,estacion_aforo,1,C210,6.644048087444998,6,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,26.537690223570305,False,True,245.35683752774906,0
703.5,703.5,979668.3160708057,4652201.092286348,centroide_tramo,0,C211,7.354651155375086,9,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,25.564429499981106,False,True,258.9955705483561,0
705.834,705.8344999999999,980011.5698508378,4654538.017516796,centroide_tramo,0,C212,4.995740507370666,12,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,24.07419553126624,False,True,254.61082131094537,0
706.607,706.607,980145.9812579431,4655246.196063358,estacion_aforo,1,C213,4.27945064178494,12,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,23.56547165570932,False,True,241.29194299314048,0
708.25,708.2495,980380.3876993842,4656888.546525794,centroide_tramo,0,C214,2.6281537042340957,18,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,22.48620591402387,False,True,250.2305684633927,0
708.33,708.33,980404.487125367,4657039.827945186,estacion_aforo,1,C215,2.4765390802145486,19,0.0,SILS,Sils,Girona,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,22.434078265747278,False,True,237.93898991147643,0
730.55,730.55,987186.6535235216,4675699.167499467,centroide_tramo,0,C216,4.978391979016442,15,0.0,CM. EDAR,Celrà,Girona,"ELECTRICITAT LA AURORA, SLU",12.511586144839555,False,True,257.16040443570665,0
732.95,732.95,987524.0083589922,4677965.756685193,centroide_tramo,0,C217,6.118342309458211,15,0.0,CM. EDAR,Celrà,Girona,"ELECTRICITAT LA AURORA, SLU",12.12130521902076,False,True,259.52753413184445,0
733.375,733.375,987591.9993735624,4678214.72229051,estacion_aforo,1,C218,6.256802366127175,15,0.0,CM. EDAR,Celrà,Girona,"ELECTRICITAT LA AURORA, SLU",12.065372501851785,False,True,247.8169553863733,0
