OBJECTID,Gestor de red,Nombre del gestor,Provincia,Municipio,Coordenada X,Coordenada Y,Subestación,Nivel de tensión (kV),Capacidad disponible (MW),Nudo reservado,Capacidad ocupada (MW),Capacidad admitida y no evaluada (MW),Nudo 0*,x,y
1,R1-091,"ELECTRA AVELLANA, SL",Girona,Cornellà del Terri,981647.31,4676263.25,SUBESTACIO SORDS,10,0,No,0,0,0,981647.31,4676263.25
2,R1-091,"ELECTRA AVELLANA, SL",Girona,Cornellà del Terri,981647.31,4676263.25,SUBESTACIO SORDS,10,0,No,0,0,0,981647.31,4676263.25
3,R1-061,OÑARGI SL,Gipuzkoa,Oñati,547396.66,4764587.71,Bustinzulo_1,13,0,No,0,0,0,547396.66,4764587.71
4,R1-061,OÑARGI SL,Gipuzkoa,Oñati,547384.72,4764582.05,Bustinzulo_1,30,0,No,0,0,0,547384.72,4764582.05
5,R1-227,RUIZ DE LA TORRE SL,"Rioja, La",Arnedo,575534.19,4676731.3,Ruidela,20,5,No,5,0,0,575534.19,4676731.3
6,R1-227,RUIZ DE LA TORRE SL,"Rioja, La",Arnedo,575523.28,4676703.2,Ruidela,66,5,No,5,0,0,575523.28,4676703.2
7,R1-077,ELÉCTRICA CORVERA S.L.,Murcia,Murcia,663252.66,4189968.37,SUB_CORVERA,20,0,No,0,0,0,663252.66,4189968.37
8,R1-077,ELÉCTRICA CORVERA S.L.,Murcia,Murcia,663259.32,4189954.37,SUB_CORVERA,132,0,No,0,0,0,663259.32,4189954.37
9,R1-077,ELÉCTRICA CORVERA S.L.,Murcia,Murcia,663252.66,4189954.37,SUB_CORVERA,20,0,No,0,0,0,663252.66,4189954.37
10,R1-077,ELÉCTRICA CORVERA S.L.,Murcia,Murcia,663259.32,4189968.37,SUB_CORVERA,20,0,No,0,0,0,663259.32,4189968.37
11,R1-037,CARDENER DISTRIBUCIO ELECTRICA S.L.U.,Lleida,Clariana de Cardener,881387.47,4651566.12,SUBESTACIÓ TRULLÀS,6,0,No,0,0,0,881387.47,4651566.12
12,R1-050,HIJOS DE JACINTO GUILLEN DISTRIBUIDORA ELECTRICA SL,Badajoz,Guareña,229754.76,4305669.99,S.T.R. GUAREÑA,45,0,No,12.38,4,0,229754.76,4305669.99
13,R1-050,HIJOS DE JACINTO GUILLEN DISTRIBUIDORA ELECTRICA SL,Badajoz,Guareña,229794.99,4305686.21,S.T.R. GUAREÑA,22,0,No,12.38,4,0,229794.99,4305686.21
14,R1-050,HIJOS DE JACINTO GUILLEN DISTRIBUIDORA ELECTRICA SL,Badajoz,Guareña,229756.29,4305674.86,S.T.R. GUAREÑA,22,0,No,0,0,0,229756.29,4305674.86
15,R1-037,CARDENER DISTRIBUCIO ELECTRICA S.L.U.,Lleida,Olius,872577.13,4654410.32,SUBESTACIÓ VILADOT,6,0,No,0,0,0,872577.13,4654410.32
16,R1-191,"ALSET ELÉCTRICA, S.L.",Cádiz,Alcalá del Valle,306369.83,4086264.85,Sub 33Kv Alcala,33,0,No,0,0,0,306369.83,4086264.85
17,R1-191,"ALSET ELÉCTRICA, S.L.",Cádiz,Alcalá del Valle,306370.75,4086252.92,Sub 33Kv Alcala,20,0,No,0,0,0,306370.75,4086252.92
18,R1-191,"ALSET ELÉCTRICA, S.L.",Cádiz,Setenil de las Bodegas,305445.47,4082464.55,La Molinilla,33,0,No,0,0,0,305445.47,4082464.55
19,R1-191,"ALSET ELÉCTRICA, S.L.",Cádiz,Setenil de las Bodegas,305445.47,4082478.55,La Molinilla,20,0,No,0,0,0,305445.47,4082478.55
20,R1-204,ELECTRA DE SANTA COMBA SL,"Coruña, A",Santa Comba,28007,4780057,SANTA COMBA,66,1,No,0,0,0,28007,4780057
21,R1-204,ELECTRA DE SANTA COMBA SL,"Coruña, A",Santa Comba,28034,4780068,SANTA COMBA,20,1,No,0,0,0,28034,4780068
22,R1-085,"CENTRAL ELECTRICA MITJANS,SL",Girona,Sarrià de Ter,982249.91,4667757.71,S.E. Estacio Central,25,0,No,2,0,0,982249.91,4667757.71
23,R1-085,"CENTRAL ELECTRICA MITJANS,SL",Girona,Sarrià de Ter,982227.84,4667751.14,PF. ENDESA,25,0,No,2,0,0,982227.84,4667751.14
24,R1-085,"CENTRAL ELECTRICA MITJANS,SL",Girona,Sarrià de Ter,982404.12,4668300.86,PLACETA,25,0,No,2,0,0,982404.12,4668300.86
25,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Girona,982362.93,4666327.4,PF. ENDESA,25,0,No,2,0,0,982362.93,4666327.4
26,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Girona,982360.25,4666326.72,PF. GEC,25,0,No,2,0,0,982360.25,4666326.72
27,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Girona,982369.36,4666327.77,CM. PALOMAR,25,0,No,3,0,0,982369.36,4666327.77
28,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Celrà,986284.37,4669772.03,CRM. PIRINEUS,25,0,No,3,0,0,986284.37,4669772.03
29,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Celrà,986495.54,4669711.17,CR. ORRIOLS,25,0,No,1.5,0,0,986495.54,4669711.17
30,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Sarrià de Ter,981654.99,4666906.43,CM. MERKAMUEBLE,25,0,No,0.5,0,0,981654.99,4666906.43
31,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Sant Julià de Ramis,984009.17,4669949.84,CM. EL CASTELL,25,0,No,1,0,0,984009.17,4669949.84
32,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Celrà,986085.38,4670844.11,CM. EDAR,25,0,No,0.4,0,0,986085.38,4670844.11
33,R1-115,HIDROELECTRICA VEGA SA,Ávila,Sotillo de la Adrada,365535.98,4459776.25,Subestacion La Vega,15,2.96,No,7.15,0,0,365535.98,4459776.25
34,R1-020,PEUSA DISTRIBUCIO SLU,Lleida,Ribera d'Urgellet,862229.6,4695088.63,SE ADRALL,22,20.6,No,18.28,13,0,862229.6,4695088.63
35,R1-059,GRUPO DE ELECTRIFICACIÓN RURAL DE BINÉFAR Y COMARCA SOC. COOP,Huesca,Monzón,764856.23,4646358.95,SUBESTACION MONZON,20,0.5,No,1.4,0,0,764856.23,4646358.95
36,R1-059,GRUPO DE ELECTRIFICACIÓN RURAL DE BINÉFAR Y COMARCA SOC. COOP,Huesca,Binéfar,773433.67,4639549.45,SUBESTACION BINEFAR,20,0.6,No,4.2,0,0,773433.67,4639549.45
37,R1-059,GRUPO DE ELECTRIFICACIÓN RURAL DE BINÉFAR Y COMARCA SOC. COOP,Huesca,Tamarite de Litera,785425.21,4636197.51,SUBESTACION TAMARITE,20,0,No,1.8,0,0,785425.21,4636197.51
38,R1-099,"ELECTRICITAT LA AURORA, SLU",Girona,Celrà,986281.08,4669771.76,CMC PIRINEUS,25,0,No,3,0,0,986281.08,4669771.76
39,R1-180,"C. MARCIAL CHACON E HIJOS, S.L.",Ciudad Real,Puerto Lápice,460253.93,4349576.72,QUIJOTE,45,0,No,0,0,0,460253.93,4349576.72
40,R1-180,"C. MARCIAL CHACON E HIJOS, S.L.",Ciudad Real,Puerto Lápice,460253.93,4349576.72,QUIJOTE,15,0,No,0,10,0,460253.93,4349576.72
41,R1-131,"ISMAEL BIOSCA, S.L.",Valencia/València,"Font de la Figuera, la",682757.01,4299268.97,Subestacion,20,2.68,No,0,0,0,682757.01,4299268.97
42,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lourenzá,155519.8,4821905,BARREIROS,20,1.88,No,0.62,0,0,155519.8,4821905
43,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lourenzá,155519.8,4821905,BARREIROS,132,70,No,0,0,0,155519.8,4821905
44,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Begonte,121983.3,4784946.4,BEGONTE,20,5.51,No,20.07,0,0,121983.3,4784946.4
45,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Begonte,121983.3,4784946.4,BEGONTE,132,0,No,0,0,0,121983.3,4784946.4
46,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Burela,146778.1,4844034.3,BURELA,20,19.68,No,19.82,0,0,146778.1,4844034.3
47,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Burela,146778.1,4844034.3,BURELA,132,32,No,0,0,0,146778.1,4844034.3
48,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lugo,128628.8,4772583.3,C_CONDE,20,1.32,No,9.28,0,0,128628.8,4772583.3
49,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lugo,127938.3,4772949.8,CASTIÑEIRO,20,3.62,No,7.46,0,0,127938.3,4772949.8
50,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lugo,128539,4776217.7,CEAO,20,1.32,No,52.9,5.23,0,128539,4776217.7
51,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lugo,128539,4776217.7,CEAO,132,0,No,0,0,0,128539,4776217.7
52,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,"Fonsagrada, A",163587,4778438.6,FONSAGRADA,20,0.6,No,1.9,0,0,163587,4778438.6
53,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Foz,155353.5,4830679.7,FOZ,20,6.93,No,13.92,0,0,155353.5,4830679.7
54,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Foz,155353.5,4830679.7,FOZ,132,35,No,0,0,0,155353.5,4830679.7
55,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Castro de Rei,140726.1,4784560.7,LUDRIO,20,1.55,No,0.95,0,0,140726.1,4784560.7
56,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Viveiro,128843.9,4842876.9,MAGAZOS,20,7.8,No,16.2,0,0,128843.9,4842876.9
57,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Viveiro,128843.9,4842876.9,MAGAZOS,132,30,No,0,0,0,128843.9,4842876.9
58,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,"Pastoriza, A",149251.9,4794477.8,MEIRA,20,0,No,11.54,1.25,0,149251.9,4794477.8
59,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,"Pastoriza, A",149251.9,4794477.8,MEIRA,132,100,No,0,0,0,149251.9,4794477.8
60,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lugo,129424.1,4770617.5,MERCEDES,20,1.32,No,11.43,0,0,129424.1,4770617.5
61,R1-167,EMPRESA ELECTRICA MARTIN SILVA POZO SL,Córdoba,Cardeña,384191.04,4237082.12,Subestacion Cardena,20,0,No,0,0,0,384191.04,4237082.12
62,R1-175,DISTRIBUCIONES ELECTRICAS PORTILLO SL,Almería,Cuevas del Almanzora,606724.13,4124835.65,ST_PORTILLO,66,27.6,No,5.67,0,0,606724.13,4124835.65
63,R1-175,DISTRIBUCIONES ELECTRICAS PORTILLO SL,Almería,Cuevas del Almanzora,606702.34,4124836.69,ST_PORTILLO,25,12,No,5.46,0,0,606702.34,4124836.69
64,R1-175,DISTRIBUCIONES ELECTRICAS PORTILLO SL,Almería,Vera,603704.96,4121273.66,ST_COSTA-VERA,132,63.2,No,1.51,40,0,603704.96,4121273.66
65,R1-175,DISTRIBUCIONES ELECTRICAS PORTILLO SL,Almería,Vera,603704.77,4121255.77,ST_COSTA-VERA,25,10.6,No,1.43,18,0,603704.77,4121255.77
66,R1-034,"ELECTRICIDAD DE PUERTO REAL, S.A. (EPRESA)",Cádiz,Puerto Real,217350.11,4046207.32,SUB-23001,20,2.59,No,14.4,0,0,217350.11,4046207.32
67,R1-051,"JUAN DE FRUTOS GARCIA DISTRIBUCIÓN ELÉCTRICA, S.L.U",Segovia,Fuentepelayo,401752.06,4563688.73,SUB FUENTEPELAYO,45,0,No,0,0,0,401752.06,4563688.73
68,R1-051,"JUAN DE FRUTOS GARCIA DISTRIBUCIÓN ELÉCTRICA, S.L.U",Segovia,Fuentepelayo,401774.43,4563715.5,SUB FUENTEPELAYO,15,0,No,0,0,0,401774.43,4563715.5
69,R1-365,ELECTRA REDENERGIA SL,Lleida,Lleida,805615.25,4613257.61,LLEIDA EST,132,73.7,No,3.22,0,0,805615.25,4613257.61
70,R1-365,ELECTRA REDENERGIA SL,Lleida,Lleida,805615.25,4613257.61,LLEIDA EST,25,0,No,3.06,15,0,805615.25,4613257.61
71,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Mondoñedo,146550.7,4818040.1,MONDOÑEDO,20,6.03,No,8.7,0,0,146550.7,4818040.1
72,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Ribadeo,170870.2,4828331.6,RIBADEO,20,0,No,10.5,2,0,170870.2,4828331.6
73,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Lugo,131875.3,4772615.1,SAN_CIBRAO,20,1.32,No,19.94,0,0,131875.3,4772615.1
74,R1-003,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S. A",Lugo,Vilalba,121786.5,4806250.8,SETE PONTES,20,1.19,No,25.31,0,0,121786.5,4806250.8
75,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Alicante/Alacant,Rojales,698503,4214382.6,SE ROJALES,20,10,No,10.02,0,0,698503,4214382.6
76,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Alicante/Alacant,Guardamar del Segura,702971.7,4214266.8,CR EL RASO,20,5,No,4.6,0,0,702971.7,4214266.8
77,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Alicante/Alacant,Elx/Elche,706819.1,4237770,SE ELCHE,20,0,No,21.14,60,0,706819.1,4237770
78,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Alicante/Alacant,Dolores,698199.6,4224060.4,CR PGNO LOS AZARBES,20,0,No,1.8,0,0,698199.6,4224060.4
79,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Barcelona,Sallent,907279.22,4637263.42,SE PLANS DE LA SALA,110,0,No,0,0,0,907279.22,4637263.42
80,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Barcelona,Sallent,907279.22,4637263.42,SE PLANS DE LA SALA,25,0,No,17,10,0,907279.22,4637263.42
81,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Huesca,Isábena,791847.6,4689450.6,SE PUEBLA DE RODA,25,0.5,No,0.7,0,0,791847.6,4689450.6
82,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Huesca,Isábena,791698.3,4689560.5,SE ISABENA,25,0.2,No,0.2,0,0,791698.3,4689560.5
83,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Huesca,Capella,784713.9,4678233.2,CR LAGUARRES,25,1,No,0.7,0,0,784713.9,4678233.2
84,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Huesca,Campo,779198.4,4701876.4,CR BARDAJI,25,0,No,0.2,0,0,779198.4,4701876.4
85,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Madrid,Pinto,438517.5,4457263.3,SE PINTO,20,0,No,37.9,7,0,438517.5,4457263.3
86,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Madrid,Pinto,438251,4455840.6,CR SECTOR 4,20,0,No,2.1,7,0,438251,4455840.6
87,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Madrid,Getafe,437963.4,4458427.8,CR GETAFE SUR,20,0,No,8.8,0,0,437963.4,4458427.8
88,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Yernes y Tameza,247604.8,4802908,CR SAN PEDRO,22,0.25,No,0.5,0,0,247604.8,4802908
89,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,302884.9,4818312.9,CR BEDRIÑANA,24,0,No,3.3,0,0,302884.9,4818312.9
90,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,303141.7,4816363,SE VILLAVICIOSA,24,0,No,11.7,0,0,303141.7,4816363
91,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,303141.7,4816363,SE VILLAVICIOSA,50,0,No,0,40,0,303141.7,4816363
92,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,303141.7,4816363,SE VILLAVICIOSA,132,0,No,0,0,0,303141.7,4816363
93,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,294262.9,4818148.4,CR PEON,22,0,No,3.7,0,0,294262.9,4818148.4
94,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,297336.6,4820931.2,CR VENTA LAS RANAS,24,0,No,4.2,0,0,297336.6,4820931.2
95,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,298752,4813521.3,CR AMBAS,24,0.8,No,0.5,0,0,298752,4813521.3
96,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Villaviciosa,293962.6,4822353.5,CR QUINTES,22,0,No,5.1,0,0,293962.6,4822353.5
97,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Tineo,223004.7,4798513.2,SE LA FLORIDA,22,3.94,No,3.3,0,0,223004.7,4798513.2
98,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Tineo,223004.7,4798513.2,SE LA FLORIDA,50,3.94,No,0,0,0,223004.7,4798513.2
99,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Tineo,227776.2,4798523.4,CR BEBARES,22,3.94,No,2.6,0,0,227776.2,4798523.4
100,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Tineo,226000.8,4805385.5,CR LOS LLANOS-EL CRUCERO,22,3.94,No,3.3,0,0,226000.8,4805385.5
101,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Teverga,248144.5,4784542,CR ENTRAGO,22,0.25,No,3.5,0,0,248144.5,4784542
102,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Soto del Barco,251728.4,4827287.2,CR LA ARENA,22,5,No,2.5,0,0,251728.4,4827287.2
103,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Somiedo,235385.1,4778861.1,SE LA MALVA,22,0.25,No,1.1,0,0,235385.1,4778861.1
104,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Somiedo,235385.1,4778861.1,SE LA MALVA,50,0,No,0,0,1,235385.1,4778861.1
105,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Sobrescobio,300392.5,4788383.3,CR RIOSECO,24,3,No,0.3,0,0,300392.5,4788383.3
106,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Sobrescobio,301338.5,4788419.5,CR TANES,24,3,No,0.9,0,0,301338.5,4788419.5
107,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,272786.5,4809865.5,SE CASTRO,22,4.23,No,8,1.5,0,272786.5,4809865.5
108,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,290853.4,4806441.7,CR LIERES,24,0.8,No,3.9,0,0,290853.4,4806441.7
109,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,274974.1,4807545.8,CR CLAS,22,0,No,11,0,0,274974.1,4807545.8
110,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,285424.6,4808942.4,CR LA CABAÑA,22,0,No,2.4,1,0,285424.6,4808942.4
111,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,277789.8,4807503,CR SAN MIGUEL,22,0,No,35.2,0,0,277789.8,4807503
112,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,281194.7,4807274.8,CR EL BERRON,22,0,No,8,0,0,281194.7,4807274.8
113,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,276729.6,4806625.5,SE MERES,22,0,No,63,3.5,0,276729.6,4806625.5
114,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,272743.4,4809861,SE MOVIL LUGONES,22,0.26,No,6.6,0,0,272743.4,4809861
115,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Siero,272743.4,4809861,SE MOVIL LUGONES,50,0,No,0,0,0,272743.4,4809861
116,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Santo Adriano,258886.8,4807666.1,SE PRIAÑES,22,0.25,No,16,15,0,258886.8,4807666.1
117,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Santo Adriano,258886.8,4807666.1,SE PRIAÑES,50,0,No,0,0,1,258886.8,4807666.1
118,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,San Martín del Rey Aurelio,289775.9,4794065.1,CR BLIMEA,24,4.37,No,3,0,0,289775.9,4794065.1
119,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,San Martín del Rey Aurelio,287132.9,4796092.6,CR CARROCERA I,24,4.37,No,25,0,0,287132.9,4796092.6
120,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,San Martín del Rey Aurelio,287160.5,4796159.1,SE CARROCERA II,24,4.37,No,17.7,0,0,287160.5,4796159.1
121,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,San Martín del Rey Aurelio,287160.5,4796159.1,SE CARROCERA II,50,0,No,0,0,0,287160.5,4796159.1
122,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Salas,237341.3,4810817.2,CR ZORRINA,22,0,No,13.8,0,0,237341.3,4810817.2
123,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Salas,244571.2,4811339.4,CR CORNELLANA,22,4.23,No,2.2,0,0,244571.2,4811339.4
124,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Salas,232601.9,4806809.7,SE SALAS,22,7,No,11.1,0,0,232601.9,4806809.7
125,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Salas,232601.9,4806809.7,SE SALAS,132,5,No,0,5,0,232601.9,4806809.7
126,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Ribera de Arriba,266969.6,4799584.4,SE SOTO,132,0,No,0,0,0,266969.6,4799584.4
127,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Ribadesella,333294.6,4813556.8,CR EL COBAYO,24,0.8,No,1.5,0,0,333294.6,4813556.8
128,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Ribadesella,331751.1,4813458.2,SE RIBADESELLA,24,0.8,No,8.8,0,0,331751.1,4813458.2
129,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Ribadesella,331751.1,4813458.2,SE RIBADESELLA,50,0,No,0,0,0,331751.1,4813458.2
130,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Proaza,254951.7,4792917.1,CR PROAZA,22,0.25,No,1.7,0,0,254951.7,4792917.1
131,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Proaza,255028.6,4792889.9,SE PROAZA CENTRAL,50,0,No,8,0,1,255028.6,4792889.9
132,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Proaza,255028.6,4792889.9,SE PROAZA CENTRAL,132,0,No,2.1,0,0,255028.6,4792889.9
133,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Pravia,248476.8,4820000.9,CR LA ESTACION,22,0,No,6,5,0,248476.8,4820000.9
134,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Pravia,244317,4821542,CR LA BARRACA,22,4,No,2,0,0,244317,4821542
135,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Pravia,243729,4817732.3,SE PRAVIA,22,4,No,12.1,0,0,243729,4817732.3
136,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Pravia,243729,4817732.3,SE PRAVIA,50,4,No,2.5,0,0,243729,4817732.3
137,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Ponga,328914.4,4790849.1,SE CAMPORRIONDI 1,24,3,No,0.4,0,0,328914.4,4790849.1
138,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Piloña,307729.3,4801812,CR FERREROS,24,3,No,7.4,0,0,307729.3,4801812
139,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Piloña,312856.2,4803568.9,CR VILLAMAYOR,24,4.37,No,3.6,0,0,312856.2,4803568.9
140,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Peñamellera Baja,371673.1,4797994.2,SE PANES,24,0,No,4.2,0,0,371673.1,4797994.2
141,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Parres,322490.1,4807772.7,SE ARRIONDAS,24,4.37,No,29.8,3,0,322490.1,4807772.7
142,R1-008,HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U,Asturias,Parres,322490.1,4807772.7,SE ARRIONDAS,50,0,No,0,0,0,322490.1,4807772.7
