OBJECTID,Gestor de red,Nombre del gestor,Provincia,Municipio,Coordenada X,Coordenada Y,Subestación,Nivel de tensión (kV),Capacidad disponible (MW),Nudo reservado,Capacidad ocupada (MW),Capacidad admitida y no evaluada (MW),Nudo 0*,x,y
5197,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sabadell,925354.75,4613818.09,SABADELL,110,0,No,0,0,0,925354.75,4613818.09
5198,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sallent,905780.38,4641262.68,SALLENT,110,0,No,0,0,0,905780.38,4641262.68
5199,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Hospitalet de Llobregat, L'",928505.75,4592343.8,SANTS,25,0,No,53.99,0,0,928505.75,4592343.8
5200,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vilanova de Sau,948706.4,4660386.41,SAU,110,0,No,0,0,0,948706.4,4660386.41
5201,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vilanova de Sau,948706.4,4660386.41,SAU,25,0,No,0,0,0,948706.4,4660386.41
5202,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,932957.35,4598001.57,MARAGALL,11,0,No,86.8,0,0,932957.35,4598001.57
5203,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Martorell,909781.95,4603234.99,MARTORELL,110,0,No,31.82,0,0,909781.95,4603234.99
5204,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Martorell,909781.95,4603234.99,MARTORELL,25,0,No,108.08,0,0,909781.95,4603234.99
5205,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,932587.08,4593208.32,MATA,110,0,No,0,0,0,932587.08,4593208.32
5206,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,932587.08,4593208.32,MATA,25,0,No,58.69,0,0,932587.08,4593208.32
5207,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,932587.08,4593208.32,MATA,11,0,No,108.02,0,0,932587.08,4593208.32
5208,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Mataró,954888.41,4614212.65,MATARO,110,0,No,0,0,0,954888.41,4614212.65
5209,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Mataró,954888.41,4614212.65,MATARO,25,0,No,121.09,0,0,954888.41,4614212.65
5210,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Mataró,954888.41,4614212.65,MATARO,11,0,No,6.67,0,0,954888.41,4614212.65
5211,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Abrera,908334.22,4606697.06,MERCADONA,110,0,No,5.91,0,0,908334.22,4606697.06
5212,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Martorelles,937135.46,4611577.09,MOGENT,110,0,No,0,0,0,937135.46,4611577.09
5213,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Martorelles,937135.46,4611577.09,MOGENT,25,0,No,69.32,2.32,0,937135.46,4611577.09
5214,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Olèrdola,893107.32,4586100.53,MOJA,110,0,No,33,0,0,893107.32,4586100.53
5215,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Olèrdola,893107.32,4586100.53,MOJA,25,0,No,81.18,0,0,893107.32,4586100.53
5216,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Orís,932827.72,4671254.54,MOLI,45,0,No,0,0,0,932827.72,4671254.54
5217,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Orís,932827.72,4671254.54,MOLI,25,0,No,5.11,0,0,932827.72,4671254.54
5218,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Monistrol de Montserrat,904180.01,4618850.15,MONISTROL,110,0,No,0,0,0,904180.01,4618850.15
5219,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Monistrol de Montserrat,904180.01,4618850.15,MONISTROL,25,0,No,37.58,5.81,0,904180.01,4618850.15
5220,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Montmeló,938290.61,4613353.43,MONTMELO,132,0,No,0,0,0,938290.61,4613353.43
5221,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Montmeló,938290.61,4613353.43,MONTMELO,25,0,No,79.49,0,0,938290.61,4613353.43
5222,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,929279.11,4589813.23,MOTORS,25,0,No,136.33,0,0,929279.11,4589813.23
5223,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vic,935226.49,4655954.9,OSONA,110,0,No,40,0,0,935226.49,4655954.9
5224,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vic,935226.49,4655954.9,OSONA,25,0,No,51.49,0,0,935226.49,4655954.9
5225,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,929399.8,4598394.88,PENITENTS,110,0,No,0,0,0,929399.8,4598394.88
5226,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Hostalets de Pierola, Els",903011.54,4608106.52,PIEROLA,110,0,No,0,0,0,903011.54,4608106.52
5227,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Palau-solità i Plegamans,932441.1,4614807.34,PALAU,25,0,No,147.04,0,0,932441.1,4614807.34
5228,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vilafranca del Penedès,893839.47,4589920.79,PENEDES,25,0,No,61.31,0,0,893839.47,4589920.79
5229,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,929399.8,4598394.88,PENITENTS,11,0,No,55.13,0,0,929399.8,4598394.88
5230,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Hostalets de Pierola, Els",903011.54,4608106.52,PIEROLA,25,0,No,32.01,0,0,903011.54,4608106.52
5231,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Prat de Llobregat, El",929244.37,4586898.98,PRAT,110,0,No,0,0,0,929244.37,4586898.98
5232,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Prat de Llobregat, El",929244.37,4586898.98,PRAT,25,0,No,67.21,0,0,929244.37,4586898.98
5233,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Polinyà,931481.52,4612618.8,R.CALDES,110,0,No,0,0,0,931481.52,4612618.8
5234,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Polinyà,931481.52,4612618.8,R.CALDES,25,0,No,91.36,0,0,931481.52,4612618.8
5235,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Roca del Vallès, La",943507.57,4617667.42,ROCA,132,0,No,0,0,0,943507.57,4617667.42
5236,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Roca del Vallès, La",943507.57,4617667.42,ROCA,25,0,No,89.27,0,0,943507.57,4617667.42
5237,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vilanova i la Geltrú,895674.84,4577601.9,ROURELL,110,0,No,0,0,0,895674.84,4577601.9
5238,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Rubí,918379.31,4603442.73,RUBI,66,0,No,0,0,0,918379.31,4603442.73
5239,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Rubí,918379.31,4603442.73,RUBI,25,0,No,98.24,0,0,918379.31,4603442.73
5240,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,933567.06,4601337.95,S.ANDREU,110,0,No,2.34,0,0,933567.06,4601337.95
5241,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,933567.06,4601337.95,S.ANDREU,25,0,No,57.63,0,0,933567.06,4601337.95
5242,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Premià de Dalt,945212.35,4609901.35,S.MATEU,110,0,No,0,0,0,945212.35,4609901.35
5243,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Premià de Dalt,945212.35,4609901.35,S.MATEU,25,0,No,62.73,8.08,0,945212.35,4609901.35
5244,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Pere de Ribes,897895.86,4578509.09,S.PERE.RIB,110,0,No,0,0,0,897895.86,4578509.09
5245,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Pere de Ribes,897895.86,4578509.09,S.PERE.RIB,25,0,No,72.1,0,0,897895.86,4578509.09
5246,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Susanna,974468.21,4626482.21,S.SUSANNA,110,0,No,0,0,0,974468.21,4626482.21
5247,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Susanna,974468.21,4626482.21,S.SUSANNA,25,0,No,35.91,2.15,0,974468.21,4626482.21
5248,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,933567.06,4601337.95,S.ANDREU,11,0,No,60.93,0.65,0,933567.06,4601337.95
5249,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Boi de Llobregat,921844.47,4588326.94,S.BOI,110,0,No,0,0,0,921844.47,4588326.94
5250,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Boi de Llobregat,921844.47,4588326.94,S.BOI,25,0,No,60.56,0,0,921844.47,4588326.94
5251,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,922924.76,4597364.04,S.C.OLORDE,25,0,No,0.46,0,0,922924.76,4597364.04
5252,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Cecília de Voltregà,933277.44,4662491.29,S.CECILIA,132,0,No,0,0,0,933277.44,4662491.29
5253,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Cecília de Voltregà,933277.44,4662491.29,S.CECILIA,25,0,No,56.6,0,0,933277.44,4662491.29
5254,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Celoni,955240.27,4631677.78,S.CELONI,110,0,No,0,0,0,955240.27,4631677.78
5255,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Celoni,955240.27,4631677.78,S.CELONI,25,0,No,51.4,4.37,0,955240.27,4631677.78
5256,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Coloma de Gramenet,933612.38,4602859.12,S.COLOMA,132,0,No,63.8,0,0,933612.38,4602859.12
5257,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Coloma de Gramenet,933612.38,4602859.12,S.COLOMA,66,10.14,No,0,0,0,933612.38,4602859.12
5258,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Coloma de Gramenet,933612.38,4602859.12,S.COLOMA,25,10.14,No,57.75,0,0,933612.38,4602859.12
5259,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Cugat del Vallès,923849.02,4605269.4,S.CUGAT,25,0,No,73,0,0,923849.02,4605269.4
5260,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Feliu de Llobregat,921014.42,4594952.03,S.FELIU,66,0,No,0,0,0,921014.42,4594952.03
5261,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Feliu de Llobregat,921014.42,4594952.03,S.FELIU,25,0,No,47.18,0,0,921014.42,4594952.03
5262,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Fost de Campsentelles,935519.49,4608743.04,S.FOST,110,0,No,0,0,0,935519.49,4608743.04
5263,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Fost de Campsentelles,935519.49,4608743.04,S.FOST,25,3.32,No,64.55,0,0,935519.49,4608743.04
5264,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Joan Despí,923790.66,4591544.21,S.JOAN.DES,110,0,No,0,0,0,923790.66,4591544.21
5265,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Joan Despí,923790.66,4591544.21,S.JOAN.DES,25,0,No,84.24,7.6,0,923790.66,4591544.21
5266,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Joan Despí,923790.66,4591544.21,S.JOAN.DES,11,0,No,23.17,0,0,923790.66,4591544.21
5267,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Just Desvern,924720.61,4594763.4,S.JUST,66,0,No,0,0,0,924720.61,4594763.4
5268,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Margarida de Montbui,883470.8,4610560.3,S.MARGARID,110,0,No,0,0,0,883470.8,4610560.3
5269,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Santa Margarida de Montbui,883470.8,4610560.3,S.MARGARID,25,0,No,60.51,0,0,883470.8,4610560.3
5270,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,934513.04,4599242.83,S.MARTI,66,9.71,No,0,0,0,934513.04,4599242.83
5271,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sant Just Desvern,924720.61,4594763.4,S.JUST,25,0,No,177.04,20.9,0,924720.61,4594763.4
5272,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,934513.04,4599242.83,S.MARTI,25,9.71,No,56.36,7.6,0,934513.04,4599242.83
5273,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,934513.04,4599242.83,S.MARTI,11,0,No,13.47,0,0,934513.04,4599242.83
5274,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sabadell,925354.75,4613818.09,SABADELL,25,0,No,69.99,0.95,0,925354.75,4613818.09
5275,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sabadell,925354.75,4613818.09,SABADELL,11,0,No,10.84,0,0,925354.75,4613818.09
5276,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sallent,905780.38,4641262.68,SALLENT,25,0,No,62.63,0,0,905780.38,4641262.68
5277,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Hospitalet de Llobregat, L'",928505.75,4592343.8,SANTS,110,0,No,0,0,0,928505.75,4592343.8
5278,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,"Hospitalet de Llobregat, L'",928505.75,4592343.8,SANTS,11,0,No,61.24,0,0,928505.75,4592343.8
5279,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sentmenat,925913.59,4620165.52,SENTMENAT,25,0,No,76.43,0,0,925913.59,4620165.52
5280,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Martorell,910141.69,4605653.58,SEO,110,0,No,4.75,0,0,910141.69,4605653.58
5281,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Subirats,902910.89,4597407.52,SUBIRATS,25,0,No,76.62,0,0,902910.89,4597407.52
5282,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Súria,895371.14,4641863.13,SURIA,110,0,No,39.5,0,0,895371.14,4641863.13
5283,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,934118.48,4596563.01,TANGER,25,0,No,144.58,0,0,934118.48,4596563.01
5284,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,934118.48,4596563.01,TANGER,11,0,No,5.39,0,0,934118.48,4596563.01
5285,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Terrassa,918687.64,4615782.3,TERRASSA,110,0,No,0,0,0,918687.64,4615782.3
5286,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Terrassa,918687.64,4615782.3,TERRASSA,25,0,No,23.08,0,0,918687.64,4615782.3
5287,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Camprodon,941934.45,4697976.63,CAMPRODON,25,0,No,3.33,0,0,941934.45,4697976.63
5288,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Cassà de la Selva,989598.68,4651350.48,CASSA,110,0,No,0,0,0,989598.68,4651350.48
5289,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Cassà de la Selva,989598.68,4651350.48,CASSA,25,0,No,39.32,0,0,989598.68,4651350.48
5290,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Terrassa,918687.64,4615782.3,TERRASSA,11,0,No,18.14,0,0,918687.64,4615782.3
5291,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Tordera,976988.51,4632613.74,TORDERA,110,0,No,0,0,0,976988.51,4632613.74
5292,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Tordera,976988.51,4632613.74,TORDERA,25,0,No,134.17,0,0,976988.51,4632613.74
5293,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,933512.83,4601557.55,TRINITAT,25,0,No,151.97,0,0,933512.83,4601557.55
5294,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,930378.41,4594641.21,URGELL,11,0,No,110.59,0,0,930378.41,4594641.21
5295,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sitges,907707.56,4577895.59,VALLCARCA,66,0,No,0,0,0,907707.56,4577895.59
5296,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Sitges,907707.56,4577895.59,VALLCARCA,25,0,No,24.59,0,0,907707.56,4577895.59
5297,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vic,937812.72,4658527.08,VIC,132,39.71,No,50.9,0,0,937812.72,4658527.08
5298,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Vic,937812.72,4658527.08,VIC,25,0,No,192.3,3.88,0,937812.72,4658527.08
5299,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Viladecans,920868,4587071.06,VILADECANS,66,0,No,7,36,0,920868,4587071.06
5300,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Viladecans,920868,4587071.06,VILADECANS,25,12.98,No,201.4,1.14,0,920868,4587071.06
5301,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,933315.1,4595273.35,VILANOVA,25,55.96,No,55.96,0,0,933315.1,4595273.35
5302,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Barcelona,Barcelona,933315.1,4595273.35,VILANOVA,11,0,No,76.03,0,0,933315.1,4595273.35
5303,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sant Joan de les Abadesses,936491.4,4689769.95,ABADESSES,45,0,No,0,0,0,936491.4,4689769.95
5304,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sant Joan de les Abadesses,936491.4,4689769.95,ABADESSES,25,0,No,1.64,0,0,936491.4,4689769.95
5305,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Bellcaire d'Empordà,1004571.98,4675896.44,BELLCAIRE,110,0,No,0,0,0,1004571.98,4675896.44
5306,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Bellcaire d'Empordà,1004571.98,4675896.44,BELLCAIRE,25,0,No,48.4,0,0,1004571.98,4675896.44
5307,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Bescanó,971942.55,4662502.83,BESCANO,132,0,No,7.84,0,0,971942.55,4662502.83
5308,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Bescanó,971942.55,4662502.83,BESCANO,25,0,No,13.82,0,0,971942.55,4662502.83
5309,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sant Feliu de Buixalleu,963348.15,4634976.97,BUIXALLEU,132,0,No,5.6,0,0,963348.15,4634976.97
5310,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sant Feliu de Buixalleu,963348.15,4634976.97,BUIXALLEU,25,0,No,31.68,0,0,963348.15,4634976.97
5311,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,"Castell d'Aro, Platja d'Aro i s'Agaró",1001384.04,4645974.28,C.ARO,110,0,No,0,0,0,1001384.04,4645974.28
5312,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,"Castell d'Aro, Platja d'Aro i s'Agaró",1001384.04,4645974.28,C.ARO,25,0,No,63.76,0,0,1001384.04,4645974.28
5313,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Camprodon,941934.45,4697976.63,CAMPRODON,45,0,No,0,0,0,941934.45,4697976.63
5314,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Fontanals de Cerdanya,903061.33,4703561.54,CERDANYA,110,0,No,0,0,0,903061.33,4703561.54
5315,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Fontanals de Cerdanya,903061.33,4703561.54,CERDANYA,25,0,No,45.18,0.34,0,903061.33,4703561.54
5316,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Beuda,972280.13,4687727.63,CONFIREL,132,0,No,5.08,0,0,972280.13,4687727.63
5317,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Palafrugell,1010079.12,4660300.61,EMPORDANET,110,0,No,0,0,0,1010079.12,4660300.61
5318,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Palafrugell,1010079.12,4660300.61,EMPORDANET,25,0,No,59.31,0,0,1010079.12,4660300.61
5319,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Figueres,991502.99,4695515.89,FIGUERES,132,0,No,0,0,0,991502.99,4695515.89
5320,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Figueres,991502.99,4695515.89,FIGUERES,25,0,No,86.64,0,0,991502.99,4695515.89
5321,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Fornells de la Selva,980429.57,4659516.24,FORNELLS,132,0,No,0,0,0,980429.57,4659516.24
5322,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Fornells de la Selva,980429.57,4659516.24,FORNELLS,25,0,No,57.2,0.48,0,980429.57,4659516.24
5323,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Juià,988598.19,4669150.98,JUIA,132,0,No,0,0,0,988598.19,4669150.98
5324,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Juià,988598.19,4669150.98,JUIA,110,0,No,0,0,0,988598.19,4669150.98
5325,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Juià,988598.19,4669150.98,JUIA,25,0,No,67.76,0.85,0,988598.19,4669150.98
5326,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sant Joan les Fonts,957177.31,4687727.37,LESFONTS,132,0,No,16.7,0,0,957177.31,4687727.37
5327,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Llançà,1005972.37,4708378.98,LLANÇA,132,0,No,4.89,0,0,1005972.37,4708378.98
5328,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Llançà,1005972.37,4708378.98,LLANÇA,25,0,No,18.33,0,0,1005972.37,4708378.98
5329,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Lloret de Mar,987782.88,4635503.24,LLORET,110,0,No,0,0,0,987782.88,4635503.24
5330,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Lloret de Mar,987782.88,4635503.24,LLORET,25,0,No,56.76,0,0,987782.88,4635503.24
5331,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Olot,953466.94,4685546.45,OLOT,132,0,No,34.45,0,0,953466.94,4685546.45
5332,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Olot,953466.94,4685546.45,OLOT,25,0,No,36.63,0,0,953466.94,4685546.45
5333,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Palol de Revardit,981921.34,4671153.51,P.ESTANY,110,0,No,23.89,0,0,981921.34,4671153.51
5334,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Palol de Revardit,981921.34,4671153.51,P.ESTANY,25,0,No,22.24,1.52,0,981921.34,4671153.51
5335,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Ripoll,929517.89,4686415.56,RIPOLL,132,0,No,5.53,0,0,929517.89,4686415.56
5336,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Ripoll,929517.89,4686415.56,RIPOLL,45,0,No,0,0,0,929517.89,4686415.56
5337,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Ripoll,929517.89,4686415.56,RIPOLL,25,0,No,45.82,0,0,929517.89,4686415.56
5338,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sant Hilari Sacalm,956077.98,4651152.14,S.HILARI,110,0,No,0,0,0,956077.98,4651152.14
5339,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sant Hilari Sacalm,956077.98,4651152.14,S.HILARI,25,0,No,17.01,0,0,956077.98,4651152.14
5340,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Salt,980762.78,4662689.15,SALT,132,0,No,1.48,0,0,980762.78,4662689.15
5341,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Salt,980762.78,4662689.15,SALT,25,0,No,65.16,0,0,980762.78,4662689.15
5342,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Serinyà,973953.68,4685795.73,SERINYA,132,0,No,20.78,0,0,973953.68,4685795.73
5343,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Sils,977937.59,4644209.87,SILS,110,0,No,0,0,0,977937.59,4644209.87
5344,R1-299,EDISTRIBUCIÓN REDES DIGITALES S.L.U.,Girona,Santa Llogaia d'Àlguema,990805.67,4692506.65,S.LLOGAIA,132,0,No,0,0,0,990805.67,4692506.65
